tweet_id,score,lat,lng,timestamp
1016007348618395650,1,33.7490987,-84.3901849,1531084403
1016007332013076480,1,43.61656,-116.200835,1531084399
1016007331232903168,-1,38.7604815,-92.5617875,1531084398
1016007326883512321,0,30.0404796,-90.6989797,1531084397
1016007326732468224,-1,38.7251776,-105.6077167,1531084397
1016007314552352769,0,39.7837304,-100.4458825,1531084394
1016007290657427457,0,10.2863223,1.4855423,1531084389
1016007276484857856,0,42.3604823,-71.0595678,1531084385
1016007254678671360,0,36.9329264,-77.9400002,1531084380
1016007247858667520,0,42.8867166,-78.8783922,1531084379
1016007225091985408,-1,37.5385087,-77.43428,1531084373
1016007159056920579,0,42.988576,-81.246643,1531084357
1016007152702386176,-1,61.0666922,-107.9917071,1531084356
1016007133396160512,-1,39.1492746,-76.7752493,1531084351
1016007112407900166,-1,27.4379858,-82.5919733984204,1531084346
1016007070724886529,-1,28.5423999,-81.3794368,1531084336
1016007068766167040,0,43.157285,-77.615214,1531084336
1016007061115691008,1,32.7762719,-96.7968559,1531084334
1016007044929900544,0,29.4246002,-98.4951405,1531084330
1016007034024624131,-1,14.4296939,120.921322026827,1531084328
1016007023975157761,1,39.7837304,-100.4458825,1531084325
1016007011694149639,-1,30.03280175,-89.9750054503052,1531084322
1016006983873425413,1,46.603354,1.8883335,1531084316
1016006974096465921,0,-22.9078051,-43.6144915,1531084313
1016006951317143552,-1,31.8160381,-99.5120986,1531084308
1016006943461130241,-1,36.1662859,-115.149225,1531084306
1016006939770347520,1,29.595385,52.5427429,1531084305
1016006928412102656,-1,41.8755546,-87.6244212,1531084302
1016006878394966016,0,41.8755546,-87.6244212,1531084290
1016006874183892992,-1,39.7837304,-100.4458825,1531084289
1016006870840954880,1,36.7014631,-118.7559974,1531084289
1016006842915479552,1,50.9486767,-0.243601727612245,1531084282
1016006842693050369,-1,36.7014631,-118.7559974,1531084282
1016006828105322496,1,37.9854441,-77.9486307,1531084278
1016006819557224448,1,36.7014631,-118.7559974,1531084276
1016006798422130689,1,51.3970231,-112.5930029,1531084271
1016006781158526979,1,43.9274092,-116.6808162,1531084267
1016006776565719040,-1,35.6729639,-79.0392919,1531084266
1016006756248539136,1,35.7803977,-78.6390989,1531084261
1016006744923766784,1,40.7902778,-73.9597222,1531084259
1016006724577366018,-1,42.6384261,12.674297,1531084254
1016006687982006272,1,34.0028569,-84.1441046,1531084245
1016006682747363328,-1,33.9192963,-117.873064562512,1531084244
1016006669023801344,-1,40.2253569,-82.6881395,1531084241
1016006654683439105,-1,39.7837304,-100.4458825,1531084237
1016006652359610369,1,49.2608724,-123.1139529,1531084237
1016006641895034880,1,30.6485191,-91.1564961,1531084234
1016006624148746240,-1,49.59294945,-125.702556961241,1531084230
1016006589973532672,1,36.7014631,-118.7559974,1531084222
1016006568008089600,1,28.0222435,-81.7328568,1531084216
1016006539310661633,-1,39.7683331,-86.1583502,1531084210
1016006536341041152,0,-6.7137044,108.5608483,1531084209
1016006535128887296,-1,48.429201,-123.365479,1531084209
1016006518305644544,-1,40.9699889,-77.7278831,1531084205
1016006505223655425,0,44.0265525,-116.9629378,1531084201
1016006497942335488,0,31.8160381,-99.5120986,1531084200
1016006424084779008,0,61.0666922,-107.9917071,1531084182
1016006423069765633,0,57.79,-152.4072222,1531084182
1016006422184722432,-1,41.8755546,-87.6244212,1531084182
1016006393860485120,-1,37.7884969,-122.3558473,1531084175
1016006355126312966,1,30.6952053,-83.299872,1531084166
1016006337300398082,1,39.9622601,-83.0007065,1531084161
1016006324826595329,-1,-19.4945167,-57.7086646159883,1531084158
1016006304329097222,-1,29.7589382,-95.3676974,1531084154
1016006280446500864,0,40.9220129,14.532936,1531084148
1016006257457627138,-1,43.411391,-106.280075,1531084142
1016006245956968448,-1,39.0897199,-76.7073534,1531084140
1016006218605842432,-1,26.1223084,-80.1433786,1531084133
1016006212876472322,1,40.74123595,-73.356691165361,1531084132
1016006208396972034,-1,33.9282315,-117.5612436,1531084131
1016006182790627329,1,27.7567667,-81.4639835,1531084125
1016006153539653633,0,56.08298865,13.2119428575537,1531084118
1016006149664108544,1,51.5073219,-0.1276474,1531084117
1016006134132506624,1,32.7762719,-96.7968559,1531084113
1016006107737837570,-1,27.7567667,-81.4639835,1531084107
1016006091732332544,1,40.0796319,-89.4339809,1531084103
1016006083767406592,-1,45.211255,5.7178532,1531084101
1016006076100034561,0,22.9964948,87.6855882,1531084099
1016006070727249920,0,30.8703881,-92.007126,1531084098
1016006054742839297,1,36.5565161,44.3497809,1531084094
1016006052586799104,-1,22.05046655,-159.55876775017,1531084094
1016006046823911424,-1,29.7589382,-95.3676974,1531084092
1016006042004705280,1,51.5073219,-0.1276474,1531084091
1016006032370339841,-1,36.1662859,-115.149225,1531084089
1016006003190652931,-1,30.8703881,-92.007126,1531084082
1016005987017416705,1,27.9774736,-82.8279313,1531084078
1016005976229543936,0,32.3293809,-83.1137366,1531084075
1016005973184602112,0,32.7762719,-96.7968559,1531084075
1016005925184901120,0,52.1366141,-0.4694972,1531084063
1016005916267868160,0,31.8160381,-99.5120986,1531084061
1016005903688990721,0,45.5202471,-122.6741949,1531084058
1016005893136060416,-1,35.6869996,-105.9377997,1531084056
1016005867429355523,0,32.753177,-97.3327459,1531084049
1016005804984623106,0,41.114485,-83.1779537,1531084035
1016005797460041729,-1,6.3330586,5.6221058,1531084033
1016005724252471296,0,33.9995929,-118.0668338,1531084015
1016005708423278593,0,30.4692362,47.9126769,1531084012
1016005676550770688,0,52.4776875,-1.8948516,1531084004
1016005663955275776,1,39.7837304,-100.4458825,1531084001
1016005661967167490,0,39.9348351,-75.0307264,1531084000
1016005634360332288,-1,30.8327022,-83.2784851,1531083994
1016005628731502592,1,41.8755546,-87.6244212,1531083993
1016005623627108354,1,34.2331373,-102.4107493,1531083991
1016005623601754113,0,47.6776832,-116.7804664,1531083991
1016005609194426368,0,40.74123595,-73.356691165361,1531083988
1016005559600857088,0,21.304547,-157.8556764,1531083976
1016005555448680449,1,31.8160381,-99.5120986,1531083975
1016005518844760064,0,38.7251776,-105.6077167,1531083966
1016005484527194118,0,40.5382375,-74.3945173450877,1531083958
1016005481716994050,-1,36.1622296,-86.7743531,1531083957
1016005478004883456,0,44.0505054,-123.0950506,1531083957
1016005466034528259,0,39.2908816,-76.610759,1531083954
1016005465434619904,1,39.7837304,-100.4458825,1531083954
1016005463027089415,1,39.971561,-74.6852159076025,1531083953
1016005462871900160,-1,35.845999,-86.3920452,1531083953
1016005459201978373,-1,40.0796319,-89.4339809,1531083952
1016005444744163328,-1,34.5708167,-105.993007,1531083949
1016005410510311429,-1,35.7803977,-78.6390989,1531083940
1016005409050542081,0,34.054935,-118.244476,1531083940
1016005397692473345,-1,31.8160381,-99.5120986,1531083937
1016005344756035584,-1,36.7014631,-118.7559974,1531083925
1016005339798437888,1,33.2588817,-86.8295337,1531083924
1016005335155290112,0,47.2868352,-120.2126139,1531083923
1016005318608859138,0,39.7837304,-100.4458825,1531083919
1016005238006992896,1,45.1683631,3.6168847,1531083899
1016005225289744384,0,33.2588817,-86.8295337,1531083896
1016005193803190272,1,51.76728245,4.59855622907602,1531083889
1016005166456295424,1,30.4507462,-91.154551,1531083882
1016005145862328320,1,35.7730076,-86.2820081,1531083877
1016005122026098689,-1,31.8160381,-99.5120986,1531083872
1016005115470155776,1,34.1483989,-118.3961877,1531083870
1016005110713978880,-1,60.2009107,24.8242259,1531083869
1016005082989649920,0,33.7490987,-84.3901849,1531083862
1016005079055429632,-1,12.9177153,100.8945974,1531083861
1016005060529045504,1,37.7884969,-122.3558473,1531083857
1016005059635699713,-1,33.6619813,-112.3412695,1531083857
1016005054581616640,1,30.4692362,47.9126769,1531083856
1016004973690155009,-1,37.7884969,-122.3558473,1531083836
1016004957282160641,0,31.8160381,-99.5120986,1531083832
1016004936046268417,-1,38.5815719,-121.4943996,1531083827
1016004934649737216,1,27.7567667,-81.4639835,1531083827
1016004906703097856,0,35.6729639,-79.0392919,1531083820
1016004871336574977,1,51.3970231,-112.5930029,1531083812
1016004813857812480,1,48.0517429,-122.1768209,1531083798
1016004798548717569,0,51.7099516,5.29191881791502,1531083795
1016004780966207489,-1,38.8949549,-77.0366456,1531083790
1016004777912627200,-1,36.7014631,-118.7559974,1531083790
1016004750616203264,0,41.7370229,-99.5873816,1531083783
1016004746958733313,0,39.7837304,-100.4458825,1531083782
1016004742277984256,1,30.508235,-97.6788934,1531083781
1016004721319047168,0,40.85048545,-73.8404035580209,1531083776
1016004700754317312,-1,35.6729639,-79.0392919,1531083771
1016004694567735298,0,39.7837304,-100.4458825,1531083770
1016004682831970305,1,39.7837304,-100.4458825,1531083767
1016004596345516034,-1,41.6500201,-72.7342163,1531083746
1016004590028935168,1,38.9464996,-77.1588685,1531083745
1016004577743654912,1,33.4485866,-112.0773456,1531083742
1016004550992379904,0,33.5091215,-111.8992365,1531083736
1016004548454899713,-1,38.7251776,-105.6077167,1531083735
1016004513080270848,0,44.5865092,-121.1783761,1531083727
1016004511792590848,1,12.9791198,77.5912997,1531083726
1016004506146897920,1,33.8455911,-118.3886766,1531083725
1016004499226480640,0,39.2908816,-76.610759,1531083723
1016004473150410752,0,30.508235,-97.6788934,1531083717
1016004417563308032,0,31.8160381,-99.5120986,1531083704
1016004405601030144,0,38.6381245,-84.5604977,1531083701
1016004400895156224,1,39.0844687,-94.5630298,1531083700
1016004372059303938,1,30.4692362,47.9126769,1531083693
1016004363679076353,1,51.4143513,-0.7449925,1531083691
1016004260608331776,0,27.9477595,-82.458444,1531083666
1016004234083479554,1,52.5934191,-0.2491985,1531083660
1016004216505106433,0,33.6874388,-80.4363743,1531083656
1016004214483537920,0,30.4507462,-91.154551,1531083655
1016004203913924609,-1,35.6729639,-79.0392919,1531083653
1016004188378038272,-1,43.61656,-116.200835,1531083649
1016004169935740928,-1,40.3936294,47.7872508,1531083645
1016004142370840576,-1,35.5377266,-97.5103397,1531083638
1016004142249148416,1,31.8160381,-99.5120986,1531083638
1016004128164569089,-1,26.5253491,-80.0664309,1531083635
1016004091422691334,0,40.2253569,-82.6881395,1531083626
1016004078910910464,1,38.5893934,-119.8345013,1531083623
1016004025622253568,1,39.7837304,-100.4458825,1531083610
1016004019788156928,-1,42.6289495,-78.7375289,1531083609
1016004016319451136,1,33.7736459,-117.48695725,1531083608
1016004012812972032,1,45.211255,5.7178532,1531083607
1016004011370008581,-1,45.5202471,-122.6741949,1531083607
1016003989232668672,-1,38.8949549,-77.0366456,1531083602
1016003984102789120,1,43.1578105,-77.6043144,1531083600
1016003979388620800,1,33.9934867,-81.0739826,1531083599
1016003972165984256,-1,38.00632,128.511886,1531083598
1016003951353892870,0,42.3788774,-72.032366,1531083593
1016003938531737601,0,47.6038321,-122.3300624,1531083590
1016003930394906625,0,35.6309121,-91.4604109,1531083588
1016003916369137664,0,27.7567667,-81.4639835,1531083584
1016003897842978816,-1,42.3486635,-83.0567375,1531083580
1016003867182534656,-1,45.9292232,8.8523646,1531083573
1016003836606144512,1,39.7837304,-100.4458825,1531083565
1016003824719364096,1,35.6729639,-79.0392919,1531083562
1016003822328668166,0,51.02532675,-114.049868485806,1531083562
1016003756582981634,1,56.7861112,-4.1140518,1531083546
1016003738304221184,0,39.900076,-79.7164326,1531083542
1016003708667269120,1,35.249167,128.923333,1531083535
1016003700773605377,-1,29.3491449,-81.0664455,1531083533
1016003678019510273,0,33.7490987,-84.3901849,1531083527
1016003668783460352,1,44.9955309,-79.5692407,1531083525
1016003667437277185,0,56.7861112,-4.1140518,1531083525
1016003654309044226,0,54.7023545,-3.2765753,1531083522
1016003627612364805,1,51.676685,-0.607692,1531083515
1016003612089225216,0,39.7628227,-86.3997168,1531083512
1016003602110959616,1,5.9512558,-1.8974038,1531083509
1016003564307714049,-1,26.7148175,-80.0831455,1531083500
1016003550499856384,0,49.2850624,-123.135817450772,1531083497
1016003540005937152,1,44.4308975,-89.6884637,1531083495
1016003502521372672,-1,39.7628227,-86.3997168,1531083486
1016003501342838784,1,29.742594,-94.849478,1531083485
1016003478257262593,0,34.395342,-111.7632755,1531083480
1016003447710146560,1,44.0505054,-123.0950506,1531083473
1016003446963625984,0,45.4423543,-73.4373087,1531083472
1016003405200830464,0,43.1700264,-107.5685348,1531083462
1016003383881355264,-1,31.5687848,-93.4840645,1531083457
1016003376046333952,0,38.6529545,-90.2411165602464,1531083455
1016003354781192193,-1,39.7837304,-100.4458825,1531083450
1016003349047660544,1,37.331674,-122.030084807821,1531083449
1016003339404959749,-1,44.9988053,-88.2480072,1531083447
1016003338465243136,-1,-33.8309062,151.2213858,1531083446
1016003325739716608,-1,30.2711286,-97.7436995,1531083443
1016003314700279808,0,44.0505054,-123.0950506,1531083441
1016003290813870080,1,33.6534427,-84.4493725,1531083435
1016003283478044672,-1,29.7099422,-95.3216881667939,1531083433
1016003274204311554,-1,35.811861,139.462281,1531083431
1016003230826975232,0,40.4416941,-79.9900861,1531083421
1016003169783083008,-1,32.8465405,-97.0667362924056,1531083406
1016003158894612481,1,34.851354,-82.3984882,1531083404
1016003144935804928,-1,35.7730076,-86.2820081,1531083400
1016003104792285186,0,52.02320415,5.55180028316229,1531083391
1016003067345453056,0,37.7647993,-122.4629897,1531083382
1016003035980419072,-1,36.7014631,-118.7559974,1531083374
1016003033795317760,0,39.7837304,-100.4458825,1531083374
1016003024622374912,-1,-18.3128,138.5156,1531083372
1016002987641196545,-1,39.7837304,-100.4458825,1531083363
1016002983153274880,-1,32.7762719,-96.7968559,1531083362
1016002942074347520,1,30.4380832,-84.2809332,1531083352
1016002937120751616,0,33.2588817,-86.8295337,1531083351
1016002902614249472,1,25.7742658,-80.1936589,1531083343
1016002882749919232,-1,33.436188,-111.586066176293,1531083338
1016002867247771648,1,36.7014631,-118.7559974,1531083334
1016002867176640512,1,39.7683331,-86.1583502,1531083334
1016002825552359424,-1,-23.8434956,35.5380888,1531083324
1016002797295157249,-1,3.4319329,-76.5113048,1531083317
1016002794967502853,1,40.74123595,-73.356691165361,1531083317
1016002792547160064,0,36.7014631,-118.7559974,1531083316
1016002769843638272,-1,36.7267431,-97.0667341,1531083311
1016002742928773121,0,27.7567667,-81.4639835,1531083304
1016002734703763457,1,31.39842985,-95.7111934069277,1531083303
1016002719704862721,0,40.7306458,-73.9866136,1531083299
1016002719507677184,1,39.2320073,-84.3782817,1531083299
1016002712234872832,0,53.3262306,-3.8321723,1531083297
1016002705997877251,1,8.7800265,1.0199765,1531083296
1016002698087489537,1,29.7589382,-95.3676974,1531083294
1016002686569738240,1,36.7014631,-118.7559974,1531083291
1016002659554349057,1,31.39842985,-95.7111934069277,1531083285
1016002647609036800,-1,40.2253569,-82.6881395,1531083282
1016002642307420160,0,56.8406494,24.7537645,1531083280
1016002591694602240,0,34.0239015,-118.1720157,1531083268
1016002572258349057,1,36.1587477,-81.8370862,1531083264
1016002571280908290,1,38.8949549,-77.0366456,1531083264
1016002571117498370,0,40.7306458,-73.9866136,1531083264
1016002567317450753,0,40.7306458,-73.9866136,1531083263
1016002529375682560,0,52.2033051,0.124862,1531083254
1016002521494478848,1,37.5726028,-85.1551411,1531083252
1016002504511942656,0,27.7567667,-81.4639835,1531083248
1016002500132995072,1,-20.5606651,164.282325,1531083247
1016002469426442240,0,43.9792797,-120.737257,1531083239
1016002462170349569,1,30.03280175,-89.9750054503052,1531083238
1016002433229549568,0,45.679984,-111.044675,1531083231
1016002432399171589,-1,43.61656,-116.200835,1531083230
1016002413545902080,-1,31.8160381,-99.5120986,1531083226
1016002395824783360,1,37.7884969,-122.3558473,1531083222
1016002394985988096,0,39.7837304,-100.4458825,1531083222
1016002372810821633,1,29.7589382,-95.3676974,1531083216
1016002344759234560,0,40.7306458,-73.9866136,1531083210
1016002331140329472,1,47.4394225,5.09671765735099,1531083206
1016002317865439232,0,35.1490215,-90.0516285,1531083203
1016002309619421187,1,43.6211955,-84.6824346,1531083201
1016002221979336705,1,38.7604815,-92.5617875,1531083180
1016002210428309506,-1,29.9642204,-95.4891481,1531083178
1016002198906572801,-1,28.0780718,-82.7637127,1531083175
1016002194913587200,1,29.9364059,-90.101181,1531083174
1016002190417317889,-1,27.7567667,-81.4639835,1531083173
1016002186810216448,0,51.2493274,-0.771691,1531083172
1016002176966111233,1,34.9550817,-97.2684063,1531083170
1016002162713915392,-1,47.5044752,19.1251107,1531083166
1016002146989477888,1,51.5073219,-0.1276474,1531083162
1016002132737028101,0,43.61656,-116.200835,1531083159
1016002116173815808,1,38.8949549,-77.0366456,1531083155
1016002110222041088,0,45.3099218,-122.7681602,1531083154
1016002100667568128,0,43.6211955,-84.6824346,1531083151
1016002090014052353,-1,25.7742658,-80.1936589,1531083149
1016002074587422726,-1,54.7023545,-3.2765753,1531083145
1016002065175367680,1,40.5834557,-74.1496048,1531083143
1016002060976906240,1,44.636504,-72.6784417467188,1531083142
1016002058552393728,1,38.8949549,-77.0366456,1531083141
1016002036368674816,0,45.3078525,24.6488349263797,1531083136
1016002029347483648,-1,39.7837304,-100.4458825,1531083134
1016002019553959940,-1,37.2166779,-93.2920373,1531083132
1016002019176386560,-1,39.7837304,-100.4458825,1531083132
1016002002554445824,1,42.6667555,-71.7050718,1531083128
1016002002097262592,-1,40.9699889,-77.7278831,1531083128
1016001962091974656,1,51.5073219,-0.1276474,1531083118
1016001947562926080,1,38.9959081,-77.0288918,1531083115
1016001922460016640,0,43.6211955,-84.6824346,1531083109
1016001909411500032,0,31.8160381,-99.5120986,1531083106
1016001874661691392,-1,4.7324789,-74.0518844037113,1531083097
1016001864259665920,-1,34.395342,-111.7632755,1531083095
1016001850640883712,-1,40.0796319,-89.4339809,1531083092
1016001845808910337,0,27.87401125,-82.7007809036664,1531083091
1016001843816812545,-1,46.7207737,-92.1040796,1531083090
